"date","to_fetch","text"
"2020-07-25 12:16:04",False,"Fiji has no active cases of the novel coronavirus disease/COVID-19. #COVID19"
"2020-07-25 12:16:03",True,1286998647729659912
"2020-07-25 12:16:01",True,1286998637562621953
"2020-07-25 12:16:00",False,"#RiseAndGrind, Help others cope with #Covid19. #IFollowBack."
"2020-07-25 12:15:56",True,1286998619044937731
"2020-07-25 12:15:54",False,"Active #COVID19 cases in #Assam, #India, have increased by 62 in last 24 hours or 2.6 per hour. Data from: MoHFW, #GOI."
"2020-07-25 12:15:50",True,1286998591891017730
"2020-07-25 12:15:45",True,1286998572722991104
"2020-07-25 12:15:45",True,1286998571938656257
"2020-07-25 12:15:43",True,1286998564028047360
"2020-07-25 12:15:42",True,1286998557569044480
"2020-07-25 12:15:40",True,1286998551621296130
"2020-07-25 12:15:38",True,1286998543375446018
"2020-07-25 12:15:35",True,1286998531815899136
"2020-07-25 12:15:33",True,1286998521455968258
"2020-07-25 12:15:32",True,1286998516657729545
"2020-07-25 12:15:27",False,"You're allowed to start small. 🐞

#COVID19 #FlattenTheCurve"
"2020-07-25 12:15:26",False,"Not Wearing Sunscreen For a whole year to see what kills me first #COVID19
https://t.co/xhVwtpBqTy"
"2020-07-25 12:15:21",True,1286998471610966019
"2020-07-25 12:15:14",True,1286998442250833920
"2020-07-25 12:15:14",True,1286998441697173505
"2020-07-25 12:15:14",False,"@ggo0megaFAN @NikolovScience No, it is still a thing. It is distinct from #Covid_19 #COVID19"
"2020-07-25 12:15:13",True,1286998437909716992
"2020-07-25 12:15:13",True,1286998436265578497
"2020-07-25 12:15:12",False,"Running out of Balance? 
Get your SMART number recharge online 
#StayHome, we care about you! #Smart #covid19 https://t.co/H7pM77nY6O"
"2020-07-25 12:15:11",True,1286998430037008385
"2020-07-25 12:15:11",True,1286998429336580096
"2020-07-25 12:15:09",True,1286998421514014721
"2020-07-25 12:15:08",False,"Are retail stores really limiting their hours for ""deep cleaning"" or to limit wages? #COVID19"
"2020-07-25 12:15:06",True,1286998410369916928
"2020-07-25 12:15:03",True,1286998396868284417
"2020-07-25 12:15:03",True,1286998394356080642
"2020-07-25 12:15:02",True,1286998389842903048
"2020-07-25 12:15:01",False,"This weekend's #Leadership reading https://t.co/ouV0E5Om5S  #Workplace #COVID19 #future https://t.co/gHLR2zq1Bw"
"2020-07-25 12:15:00",True,1286998382280617984
"2020-07-25 12:15:00",True,1286998382087507970
"2020-07-25 12:14:55",True,1286998362315796481
"2020-07-25 12:14:53",True,1286998353843232769
"2020-07-25 12:14:52",False,"#COVID19 business decision. He is using his medical career to make the decision, not the @NFL $$$$. https://t.co/VZnt3TpQ9S"
"2020-07-25 12:14:51",False,"How #COVID19 Causes Smell Loss - Neuroscience News https://t.co/OG0gIhyctD"
"2020-07-25 12:14:50",False,"@realDonaldTrump Let the #COVID19 flow"
"2020-07-25 12:14:50",True,1286998340274659329
"2020-07-25 12:14:45",True,1286998321878441985
"2020-07-25 12:14:43",False,"Revovered corona B+ve plasma donor who is interested to donate plasma, DM urgently required #kashmir #srinagar #COVID19"
"2020-07-25 12:14:43",True,1286998310012825601
"2020-07-25 12:14:42",True,1286998306674151425
"2020-07-25 12:14:31",True,1286998263590203395
"2020-07-25 12:14:27",True,1286998244657180673
"2020-07-25 12:14:27",True,1286998243923103745
"2020-07-25 12:14:25",True,1286998237610565632
"2020-07-25 12:14:24",True,1286998230706851840
"2020-07-25 12:14:19",True,1286998211765219329
"2020-07-25 12:14:17",False,"2021 Australian Open: Smaller crowds, player bio-security

#AusOpen #AustralianOpen2021 #Coronavirus #COVID19

https://t.co/pzOJvjd2DQ"
"2020-07-25 12:14:15",True,1286998193155317760
"2020-07-25 12:14:13",False,"#AnimsXavi Much strength to you idolo. #COVID19 https://t.co/OkzMOevfPp"
"2020-07-25 12:14:09",True,1286998167549087744
"2020-07-25 12:14:08",False,"How is this okay but I can’t visit my granny in a nursing home? Not even an out doors visit... #COVID19 https://t.co/y3kbnOTQdM"
"2020-07-25 12:14:05",True,1286998153053581312
"2020-07-25 12:14:02",True,1286998140005101568
"2020-07-25 12:14:01",True,1286998137245138944
"2020-07-25 12:14:00",False,"Summer 2020 Garden party Covid time #Summer2020 #COVID19 #Weather #gardenparty https://t.co/yu1E5Fb0ku"
